訓練單位名稱,縣市別辦訓地,課程代碼,課程名稱,訓練時數,訓練人次,每人訓練費用,開訓日期,結訓日期
社團法人桃園市體育促進會,桃園市,160446,拉丁舞蹈訓練班,36,17,6810,20240822,20241114
社團法人桃園市體育促進會,桃園市,160447,摩登舞蹈訓練班,36,17,6820,20240823,20241122
社團法人桃園市體育促進會,桃園市,160448,拉丁舞蹈訓練班,36,15,6810,20240827,20241126
彰化縣基督教青年會,彰化縣,160449,實用日文基礎班,30,20,5650,20240830,20241101
彰化縣基督教青年會,彰化縣,160450,實用英文會話進階班,30,20,5650,20240905,20241114
社團法人臺中市西區大忠社區發展協會,臺中市,160457,手沖咖啡品鑑與調製實作班,47,20,11140,20240824,20241005
財團法人水源地文教基金會,臺中市,160458,護膚與淨膚保養品實作班,42,24,10740,20240831,20241012
健行學校財團法人健行科技大學,桃園市,160470,Chat GPT應用實務班,42,20,6720,20240817,20240928
健行學校財團法人健行科技大學,桃園市,160471,AI應用實務入門班,42,20,6630,20240818,20240929
財團法人中華花藝研究推廣基金會,臺中市,160472,基礎花藝與商業運用班,48,28,9860,20240906,20241108
財團法人中華花藝研究推廣基金會,臺中市,160473,植物美學組合盆栽班,48,28,9790,20240908,20241201
社團法人台灣健康美學發展協會,新竹縣,160476,潮流時尚巧拼方包開版實務班,56,24,12470,20240825,20241027
苗栗縣運動舞蹈職業工會,苗栗縣,160478,全方位拉丁舞進階班,47,18,8880,20240802,20241122
苗栗縣運動舞蹈職業工會,苗栗縣,160479,運動舞蹈訓練班,45,18,8300,20240803,20241123
苗栗縣運動舞蹈職業工會,苗栗縣,160481,流行MV舞蹈訓練班,30,18,5670,20240815,20241128
南投縣小吃業職業工會,南投縣,160482,古早味麵包烘焙班,60,24,10930,20240823,20241108
社團法人苗栗縣體育促進會,苗栗縣,160487,肚皮舞訓練班,34,18,6350,20240905,20250102
台中市美容業職業工會,臺中市,160491,美睫造型實作技能實務班,48,24,8100,20240902,20241021
台中市美容業職業工會,臺中市,160492,全身美體按摩技能實務班,48,24,9200,20240911,20241030
南投縣芳薰香植物精油服務人員職業工會,南投縣,160493,植物精油調香紓壓保健班,75,24,17320,20240825,20241124
新竹縣產職企業總工會,新竹縣,160496,水電裝修維護班,47,18,10320,20240824,20241012
新竹縣複合餐飲人員職業工會,新竹縣,160498,咖啡職人培訓班,42,18,8760,20240901,20241020
臺中市職業總工會,臺中市,160500,旅遊日語會話班,54,20,8910,20240826,20241028
中華產業人才認證學會,桃園市,160504,職場性騷擾與不法侵害調查實務解析班,24,18,4530,20240921,20241005
中華產業人才認證學會,桃園市,160506,Excel完整入門技巧與AI智慧應用班,45,20,8500,20240909,20241031
中華產業人才認證學會,桃園市,160507,新制多益英文聽力閱讀訓練班,45,20,8500,20240910,20241224
中華民國安全衛生職能發展協會附設桃園職業訓練中心,桃園市,160518,荷重在一公噸以上之堆高機操作人員訓練班,43,27,8130,20240820,20240901
桃園市廢金屬處理職業工會,桃園市,160519,珠寶金工琺瑯飾品進階班,90,22,18550,20240901,20241124
社團法人中華民國瑜伽舞蹈養生協會,桃園市,160520,健身舞蹈人才培訓實務班,36,20,6620,20240831,20241130
社團法人中華民國瑜伽舞蹈養生協會,桃園市,160521,瑜珈教學人員應用實務班,36,20,6620,20240901,20241124
社團法人中華民國瑜伽舞蹈養生協會,桃園市,160522,寶萊塢有氧舞蹈訓練班,48,20,7680,20240901,20241222
社團法人中華民國瑜伽舞蹈養生協會,桃園市,160523,心肺有氧與運動按摩實務班,36,20,6620,20240903,20241203
社團法人中華民國瑜伽舞蹈養生協會,桃園市,160524,流行MV舞派對有氧A班,36,20,6620,20240905,20241128
社團法人中華民國瑜伽舞蹈養生協會,新竹市,160525,流行MV舞派對有氧B班,30,20,5200,20240911,20241218
社團法人中華民國瑜伽舞蹈養生協會,新竹市,160526,捷舞舞蹈人才訓練班,36,20,5920,20240911,20241127
台中市體育運動教練職業工會,臺中市,160527,健身運動體適能實務班,30,20,5690,20240907,20241005
社團法人中華攝影師技能教育協會,臺中市,160533,手機動態錄影影音製作班,42,20,7960,20240817,20241005
國立高雄大學,臺中市,160536,Excel應用實務班,48,25,7200,20240910,20241107
中華民國體育運動舞蹈推廣協會,桃園市,160537,拉丁有氧舞蹈訓練班,36,17,6800,20240831,20241207
中華民國體育運動舞蹈推廣協會,桃園市,160538,倫巴舞蹈訓練班,36,17,6800,20240902,20241202
大臺中歌舞藝能服務人員職業工會,臺中市,160542,爵士鼓班,54,25,9010,20240819,20241021
社團法人中華國際職業美學協會,桃園市,160544,凝膠彩繪美甲班,144,20,19290,20240817,20241124
中華民國傳統整復推拿師職業工會全國聯合總會,臺中市,160546,傳統整復推拿班,112,26,18000,20240901,20241201
台中市公寓大廈管理服務職業工會,臺中市,160549,綠能公寓大廈事務人員班,48,30,8310,20240913,20241018
臺中市保安支援服務人員職業工會,臺中市,160553,水上摩托車與充氣式救生艇IRB搜救支援人員操作班,70,22,13800,20240831,20241006
臺灣總工會附設職業訓練中心,臺中市,160555,皮夾與皮包烙畫手作班,66,25,14560,20240907,20241116
國立臺北商業大學,臺中市,160560,顧問式神秘客培訓班,24,20,4540,20240907,20240909
中華民國汽車保養商業同業公會全國聯合會,彰化縣,160565,中古車況鑑定技能訓練班,18,18,4590,20240825,20240922
中華民國汽車保養商業同業公會全國聯合會,彰化縣,160566,電動車維修及保養基礎實務班,18,20,4600,20240901,20240929
臺灣總工會,臺中市,160568,手機影像行銷技巧班,48,25,7400,20240824,20241019
臺灣總工會,臺中市,160569,皮革編織包打版製作班,66,25,12040,20240827,20241112
社團法人桃園市中小企業服務協會,桃園市,160575,企業稅務及電子化申報操作及最新法令運用實務班,24,28,4550,20240810,20240831
社團法人桃園市中小企業服務協會,桃園市,160577,記帳士會計學概要及記帳相關法規班,68,26,11220,20240818,20241110
社團法人桃園市中小企業服務協會,桃園市,160579,會計事務技術與運用實務班,45,21,8530,20240827,20241029
社團法人中華兩岸訓練品質管理交流協會,臺中市,160580,Photoshop影像處理實務應用班第01期,42,20,7770,20240825,20241006
社團法人桃園市中小企業服務協會,桃園市,160582,就業服務技術及勞動法令運用實務班,48,20,7920,20240907,20241102
社團法人桃園市天韻音樂協會,桃園市,160584,流行音樂古箏彈奏實務班,72,20,11990,20240907,20241123
社團法人桃園市天韻音樂協會,桃園市,160585,流行音樂二胡拉弦演奏班,72,20,11520,20240908,20241124
社團法人新竹市職訓教育協會,新竹市,160586,新多益聽力及閱讀訓練班,45,22,8500,20240906,20241101
社團法人新竹市職訓教育協會,新竹市,160591,Illustrator ＆ Photoshop視覺設計與影像整合訓練班,45,16,8500,20240825,20241027
社團法人中華國際文創交流協會,臺中市,160596,職場新多益聽力閱讀訓練班,36,28,5700,20240831,20241116
桃園市電腦商業同業公會,桃園市,160599,Power BI ＆ ChatGPT活用商業數據應用班,42,21,7700,20240907,20241102
桃園市職能服務職業工會,桃園市,160601,歐式花藝職能美學創作班,42,20,10710,20240906,20241206
桃園市職能服務職業工會,桃園市,160605,韓語基礎實務應用會話班,39,20,7370,20240907,20241124
桃園市職能服務職業工會,桃園市,160608,皮件商品風格設計創作實務班,80,20,17820,20240908,20241110
桃園市中餐服務人員職業工會,桃園市,160609,宴會派對點心班,73,25,15000,20240831,20241123
桃園市中餐服務人員職業工會,桃園市,160610,中餐烹調進階班,105,25,21000,20240908,20250105
桃園市中餐服務人員職業工會,桃園市,160611,西點蛋糕專修班,91,25,18000,20240910,20241210
中華民國經絡鬆筋整體健康協會,臺中市,160614,傳統整復推拿初級技術員課程(刮痧與拔罐)班,138,20,23850,20240831,20241215
中華民國經絡鬆筋整體健康協會,南投縣,160615,經絡調理手技與牛角輔具應用課程班,97,25,16800,20240831,20241214
財團法人中國生產力中心附設中區服務處,臺中市,160617,業務幹部管理領導與市場銷售關鍵策略班,36,20,6800,20240831,20241019
財團法人中國生產力中心附設中區服務處,臺中市,160618,油壓控制迴路設計訓練班,48,18,7920,20240904,20241014
財團法人中國生產力中心附設中區服務處,臺中市,160619,Python程式設計與應用基礎班,48,20,7920,20240907,20241102
社團法人中華專業講師協會,臺中市,160625,聲音表達與表演訓練班,30,25,6230,20240903,20241008
社團法人中華勞動人才發展協會,臺中市,160629,日文─N4能力提昇班,36,21,6830,20240831,20241012
社團法人中華勞動人才發展協會,臺中市,160630,日文─N5訓練班,36,21,6830,20240831,20241012
社團法人中華勞動人才發展協會,臺中市,160631,日文─N4訓練班,36,21,6830,20240901,20241013
社團法人中華勞動人才發展協會,臺中市,160632,日文─N5能力提昇班,36,21,6830,20240901,20241013
社團法人彰化縣餐飲協會,彰化縣,160634,烘焙麵包技能班,54,30,10500,20240821,20241218
社團法人彰化縣餐飲協會,彰化縣,160635,日式食堂料理班,54,30,10500,20240826,20241223
社團法人彰化縣餐飲協會,彰化縣,160636,甜點蛋糕實務班,51,30,10000,20240827,20241224
社團法人彰化縣餐飲協會,彰化縣,160637,素食宴客料理班,54,30,10350,20240828,20241225
國立勤益科技大學,臺中市,160640,人因工程學士學分班,54,25,7500,20240908,20250105
國立勤益科技大學,臺中市,160641,工業通風學士學分班,54,25,7500,20240908,20250105
國立勤益科技大學,臺中市,160642,作業環境控制工程學士學分班,54,25,7500,20240908,20250105
社團法人台灣租賃住宅市場發展及管理協會,桃園市,160643,租賃住宅管理實務班,42,20,7500,20240831,20241026
社團法人中華國際美容技能暨生活美學鑑定發展協會,彰化縣,160645,花式美甲凝膠彩繪創意雕塑進階班,78,20,18010,20240823,20241115
財團法人鞋類暨運動休閒科技研發中心,臺中市,160650,手提包設計開發實務班,54,20,12020,20240824,20241019
財團法人鞋類暨運動休閒科技研發中心,臺中市,160651,多功能真皮包款機縫班,54,20,12020,20240907,20241102
社團法人中華民國訓練品質管理協會,臺中市,160654,無人多旋翼機專業應用班,24,20,4510,20240901,20240922
新竹縣職能培訓協會,新竹市,160659,東歐花藝美學班,47,24,11640,20240819,20241209
新竹縣職能培訓協會,新竹市,160660,池坊日式花藝班,47,24,11640,20240821,20241204
社團法人彰化縣身心障礙者無障礙發展協會,彰化縣,160661,多元皮件技法製作訓練班,48,22,9970,20240901,20241020
臺中市職業總工會,臺中市,160664,泥作工程基礎技術訓練班,54,24,12020,20241005,20241130
新竹市中餐服務人員職業工會,新竹市,160666,客家餐飲訓練班,54,25,11130,20240809,20241004
社團法人臺中市生活藝能美學協進會,臺中市,160667,鑲嵌玻璃工藝班,52,30,11500,20240828,20241120
社團法人臺中市生活藝能美學協進會,臺中市,160668,藝術果凍花專業職能班,48,30,9900,20240902,20241125
社團法人臺中市生活藝能美學協進會,臺中市,160669,禪繞畫美學繪圖應用班,40,15,8340,20240903,20241112
新竹市芳療整體保養職業工會,新竹市,160670,時尚沙龍美甲實務班,84,22,19250,20240825,20241124
修平學校財團法人修平科技大學,臺中市,160671,車輛維修技術實務班,54,20,10910,20240828,20241031
社團法人中華勞動人才發展協會,桃園市,160672,日文─N5訓練班,36,20,6740,20240814,20241002
銘傳大學,桃園市,160676,威化花工藝實務班,54,30,9700,20240901,20241027
