訓練單位名稱,縣市別辦訓地,課程代碼,課程名稱,訓練時數,訓練人次,每人訓練費用,開訓日期,結訓日期
基隆市手工藝製品業職業工會,基隆市,159722,園藝作物與盆栽創意手作班,36,18,6800,20240911,20241127
桃園市工業會,桃園市,159724,辦公室文書整合AI應用訓練班,36,18,6770,20240903,20241017
桃園市工業會,桃園市,159725,企業內部講師訓練班,36,20,6800,20240907,20241012
基隆市飾品加工職業工會,基隆市,159726,家飾黏土小品盆栽藝術班,54,20,9670,20240902,20241028
社團法人中華兩岸全方位家庭發展協會,臺北市,159735,產後專業照顧服務人員培訓班,42,20,7190,20240824,20240908
基隆市工會聯盟總工會,基隆市,159736,喪禮服務訓練班,54,25,10080,20240824,20241026
基隆市飾品加工職業工會,基隆市,159737,日語會話應用班,48,18,6650,20240905,20241226
社團法人台灣安全衛生協會附設苗栗職業訓練中心,苗栗縣,159741,急救人員安全衛生教育訓練班,17,30,2120,20240905,20240911
中華整體美學交流協會,臺北市,159745,凝膠美甲彩繪進階實務班,54,16,12450,20240821,20241023
中華職人產業文化推廣協會,臺北市,159754,室內裝修工程管理核心技能班,54,25,8910,20240824,20241026
社團法人台灣美顏造型時尚協會,臺北市,159760,美指沙龍手部護理及凝膠彩繪造型技藝班,54,20,12470,20240824,20241019
基隆市勞動力援助人員職業工會,基隆市,159763,淨膚美學環保清潔用品及保養品實做班,54,20,10200,20240820,20241024
基隆市總工會,基隆市,159768,綠生活園藝創作實務班,54,20,12020,20240817,20241012
基隆市稅務記帳士從業人員職業工會,基隆市,159779,贈與稅及遺產稅資產規劃實務班,30,20,5660,20241201,20250105
基隆市總工會,基隆市,159780,中西料理風味班,54,18,11130,20240907,20241102
社團法人台灣職業訓練多元發展協會,臺北市,159783,商用韓語會話入門班,42,18,7960,20240903,20241210
社團法人台灣職業訓練多元發展協會,臺北市,159793,德語常用會話基礎班,42,18,7960,20240904,20241204
財團法人農業科技研究院,新竹市,159808,智慧農業無人機應用基礎班,36,30,8190,20240824,20240928
財團法人中華民國電腦技能基金會,新北市,159815,淨零碳規劃管理訓練班,47,30,8910,20240825,20240915
新北市汽車美容人員職業工會,新北市,159816,多元世代的領導與團隊發展實務班,28,20,5500,20240824,20240914
財團法人中國生產力中心,臺北市,159819,商務談判與問題協商實務班,36,30,6480,20240818,20241006
花蓮縣職業總工會,花蓮縣,159821,精緻伴手禮暨餅乾技能實務班,54,20,11100,20240826,20241023
臺北市動態藝術嘻哈文化業職業工會,臺北市,159830,Locking與MV舞蹈創意開發班,45,22,9350,20240820,20241015
臺北市專業職能教學人員職業工會,臺北市,159831,PYTHON設計基礎班,47,22,9750,20240825,20241006
臺北市動態藝術嘻哈文化業職業工會,臺北市,159832,嘻哈街舞POPPIN展演教學應用班,45,22,9380,20240815,20241007
臺灣傳統整復推拿員職業工會聯合總會,臺北市,159833,傳統整復推拿及腳底按摩保健班,128,25,16000,20240907,20241027
好學科技管理顧問有限公司附設職業訓練中心,桃園市,159834,Excel試算表實務應用班,49,20,7010,20240824,20241012
新北市職業總工會,新北市,159838,金屬線編織飾品實作班,90,25,17480,20240827,20241210
新北市職業總工會,新北市,159840,環保多媒材文創包裝設計班,42,25,8020,20240805,20240916
宜蘭縣指甲彩繪美容職業工會,宜蘭縣,159841,穿戴甲運用貼鑽設計初階班,98,22,22630,20240901,20241201
桃園市民有市場零售攤販職業工會,桃園市,159843,百元小吃料理班,90,25,18560,20240819,20241127
桃園市民有市場零售攤販職業工會,桃園市,159844,早午餐蔬食與港式點心料理班,84,25,17320,20240830,20241130
桃園市民有市場零售攤販職業工會,桃園市,159845,中式麵食加工發麵類技能班,92,25,18970,20240831,20241207
社團法人全國道教宮廟人才培訓協會,新北市,159847,陽宅磁場實務應用班,54,16,9350,20240810,20240907
基隆市園藝花卉業職業工會,基隆市,159853,微型園藝盆栽與造景班,54,25,10700,20240904,20241030
虹宇事業股份有限公司附設職業訓練中心,桃園市,159854,AI智能生成商業設計班,54,26,8910,20240908,20241103
社團法人宜蘭縣職能發展協會,宜蘭縣,159860,AutoCAD電腦工業製圖班,87,20,14350,20240820,20241127
中華知識管理協會,高雄市,159862,就業服務專業人員職能訓練班,35,22,6640,20240818,20240915
中國青年救國團,桃園市,159863,多益英文實務班,30,20,4950,20240903,20241112
社團法人台灣生活規劃術協會,臺中市,159867,銀髮生活規劃實務班,42,15,7340,20240907,20241019
中華民國全國總工會,臺中市,159869,無人機組裝暨穿越飛行訓練班,48,20,8490,20240831,20240922
中華民國全國總工會,臺中市,159870,蝶谷巴特創意造型拼貼班,45,22,8870,20240831,20241012
財團法人台灣產業職業能力發展中心,臺北市,159871,正念自我領導班,36,25,6480,20240831,20241012
財團法人和春文教基金會,高雄市,159875,提高行政效能運用ChatGPT實務班,47,25,9800,20240824,20241123
財團法人台灣產業職業能力發展中心,臺北市,159877,韓語閱讀寫作實戰班,36,25,6480,20240901,20241006
新北市骨節整復職業工會,臺北市,159882,傳統整復推拿實務A班,98,24,16180,20240810,20240929
新北市骨節整復職業工會,臺北市,159886,傳統整復推拿實務E班,45,24,8920,20240819,20241014
臺灣省女子美容商業同業公會聯合會,臺中市,159892,凝膠穿戴甲造型行銷班,78,20,15200,20240901,20241124
新北市布花完稿設計職業工會,新北市,159895,拼布美學設計實作進階班,47,29,12030,20240904,20241023
桃園市人力資源管理協會,桃園市,159905,會計基礎及租稅申報實務班,42,20,7930,20240907,20241019
臺北市教育局中小學產業工會,臺北市,159910,商務英語進階實用班,54,23,8690,20240826,20241007
臺北市教育局中小學產業工會,臺北市,159911,商務英語進階實用班,54,23,8690,20240826,20241007
全國美容美髮業產業工會,高雄市,159913,時尚剪吹造型實務班,98,20,22630,20240908,20241208
臺灣總工會,臺北市,159916,沙龍美甲凝膠彩繪與手部護理造型技法實務班,54,24,12470,20240825,20241027
臺灣總工會,臺北市,159917,快速剪髮職人培訓實務班,54,24,12450,20240831,20241026
社團法人桃園市原住民教育推廣協會,桃園市,159918,PMP專案管理實務應用班,54,26,8910,20240811,20240922
臺灣總工會,臺北市,159919,香氛調香製品實務班,66,24,14700,20240907,20241116
社團法人桃園市原住民教育推廣協會,桃園市,159920,室內設計與擬真渲染實務班,54,26,8910,20240817,20241012
社團法人桃園市原住民教育推廣協會,桃園市,159921,簡報製作與提案表達技巧實戰班,36,26,6660,20240903,20241017
臺灣證券期貨產業工會,臺北市,159927,財報基本面分析選股實務班,30,22,5500,20240812,20240911
臺灣證券期貨產業工會,臺北市,159928,股市策略化智能自動交易實務班,30,22,5500,20240813,20240912
臺灣證券期貨產業工會,臺北市,159929,股市投資技術分析實務班,30,22,5500,20240820,20240926
社團法人桃園市職訓教育協進會,桃園市,159930,AIGC社群媒體行銷設計班,54,26,8910,20240824,20241019
社團法人桃園市職訓教育協進會,桃園市,159931,WordPress網頁設計暨電商實戰班,54,26,8910,20240907,20241102
臺灣證券期貨產業工會,臺北市,159936,期貨選擇權交易實務專班,30,22,5500,20240909,20241021
新竹市視覺傳達企劃從業人員職業工會,新竹市,159938,攝影暨多媒體全方位實戰班,91,20,15000,20240825,20241117
社團法人中華民國體育促進會,苗栗縣,159940,全方位瑜珈人才訓練班,32,18,5900,20240813,20241203
社團法人台灣整體美國際交流協會,高雄市,159943,美甲技能實務班,98,25,22630,20240829,20241205
社團法人台灣整體美國際交流協會,高雄市,159944,美容技能實務班,98,20,22630,20240904,20241204
新竹市勞動力援助人員職業工會,新竹市,159945,園藝組合盆栽製作班,48,24,10290,20240830,20241018
高雄市理燙髮美容業職業工會,高雄市,159949,男士快剪造型實務班,98,20,22630,20240905,20241212
中華民國經絡鬆筋整體健康協會,臺北市,159952,被動式軟組職按摩與關節放鬆實作班,70,20,12090,20240903,20241105
中華民國經絡鬆筋整體健康協會,臺北市,159954,運動推拿保健班,77,22,13250,20240831,20241109
中華民國經絡鬆筋整體健康協會,臺北市,159955,運動推拿保健班,77,22,13240,20240901,20241110
中華民國經絡鬆筋整體健康協會,臺北市,159956,臉部及頭頸肩經絡調理班,39,22,7680,20240905,20241205
中華民國經絡鬆筋整體健康協會,臺北市,159957,傳統整復推拿技術員手法課程班,110,20,19050,20240902,20241230
台北市雙北市產業總工會,新北市,159961,3D列印積層製造工程培訓班,54,20,11800,20240908,20241103
台北市雙北市產業總工會,新北市,159966,時尚方塊型兩用包製作班,47,20,11000,20240821,20241009
宜蘭縣技職教育推廣協會,宜蘭縣,159967,皮品設計創作開版成型技術班,47,22,12020,20240814,20241002
宜蘭縣技職教育推廣協會,宜蘭縣,159968,園藝種子盆栽綠化與創意造景班,47,20,11580,20240824,20240928
高雄市理燙髮美容業職業工會附設職業訓練中心,高雄市,159970,美髮技能實務班,98,20,22630,20240904,20241204
高雄市理燙髮美容業職業工會附設職業訓練中心,高雄市,159971,美睫職場技能實務班,98,20,22630,20240910,20241217
宜蘭縣荖花荖葉包裝加工職業工會,宜蘭縣,159972,展場造景綠意植栽設計應用班,47,22,12020,20240816,20240930
宜蘭縣荖花荖葉包裝加工職業工會,宜蘭縣,159973,建築景觀綠化與植物造景配置班,47,20,12020,20240816,20240930
台灣省工商安全衛生協會附設中壢職業訓練中心,桃園市,159977,職業安全衛生管理人員訓練班,115,35,11680,20240829,20241023
台灣省工商安全衛生協會附設中壢職業訓練中心,桃園市,159978,荷重在一公噸以上之堆高機操作人員訓練班,34,30,4900,20240903,20240908
社團法人中華國際文創交流協會,新北市,159983,Python大數據資料分析實戰班,48,26,7060,20240907,20241109
社團法人桃園市職能應用發展協會,桃園市,159991,網路行銷實務班,35,24,6510,20240908,20241006
社團法人桃園市職能應用發展協會,桃園市,159992,PMP國際專案管理訓練班,47,25,8740,20240907,20241019
社團法人中華樂活數位教育協會,臺北市,159996,淨零碳規劃管理養成班,45,28,6980,20240901,20241215
社團法人台灣視覺創意設計協會,臺北市,160001,商業攝影實戰應用班,66,22,10800,20240820,20241114
花蓮縣皮件客製化服務產業工會,花蓮縣,160002,精品肩背包打版製作班,54,18,11800,20240803,20240921
基隆市幼兒托育業職業工會,基隆市,160005,和諧粉彩藝術指導講師班,42,20,8300,20240818,20241006
基隆市幼兒托育業職業工會,基隆市,160006,特殊產婦健康管理班,42,20,8950,20240901,20241020
新北市菸酒運銷業職業工會,新北市,160009,創意調酒應用實務班,36,20,8350,20240820,20241112
新北市菸酒運銷業職業工會,新北市,160010,調酒人才實務訓練班,36,20,8350,20240822,20241114
新北市餐飲業產業工會,新北市,160011,西點烘焙班,46,21,10900,20240827,20241015
新北市餐飲業產業工會,新北市,160012,手沖咖啡及拉花實務班,46,21,10900,20240817,20240928
新北市餐飲業產業工會,新北市,160014,早午餐輕食班,46,21,10890,20240905,20241024
新北市餐飲業產業工會,新北市,160018,創意調酒實務訓練班,44,20,10420,20240823,20241108
臺灣視覺傳達設計產業工會,臺北市,160020,平面廣告設計暨illustrator印刷實務班,54,19,8800,20240909,20241113
臺灣職能訓練產業工會,臺北市,160024,ESG永續經營碳盤查實務訓練班,33,25,6230,20240903,20241015
臺灣職能訓練產業工會,臺北市,160025,掌握股票全球趨勢投資理財實務班,45,25,8280,20240906,20241212
桃園市冰熱品暨烘焙製造職業工會,桃園市,160031,麵包與西點蛋糕烘焙技能班,90,25,18560,20240817,20241116
桃園市冰熱品暨烘焙製造職業工會,桃園市,160032,翻玩甜點烘焙及咖啡飲調技能班,84,25,17320,20240820,20241128
桃園市汽機車貨物運送職業工會,桃園市,160035,機車修護進階技術訓練班,96,25,21380,20240825,20241208
桃園市食材加工職業工會,桃園市,160036,台灣在地食材料理與醃漬加工進階班,96,25,19800,20240825,20241208
桃園市食材加工職業工會,桃園市,160037,果凍花藝術暨和菓子烘焙製作班,84,25,17320,20240901,20241201
社團法人中華現代紫微推廣學會,新竹市,160040,紫微職場應用管理實務班,30,20,5680,20240901,20241006
南投縣總工會,南投縣,160045,編織與印染小物手作班,54,25,11910,20240902,20241104
臺中市總工業會,臺中市,160053,人資勞動法令實務應用訓練班,36,23,6800,20240824,20240928
臺中市總工業會,臺中市,160054,財務會計職場實務運用班,36,28,5910,20240908,20241027
社團法人台灣創造活動發展協會,臺中市,160062,Youtube影音特效剪輯實務班,54,23,8910,20240817,20241012
社團法人台灣創造活動發展協會,臺中市,160063,AutoCAD精密機械設計製圖班,54,23,8910,20240825,20241027
社團法人台灣創造活動發展協會,臺中市,160064,電商攝影技巧與後製實戰班,54,23,8910,20240901,20241027
社團法人台灣職業訓練多元發展協會,臺中市,160069,輕奢法式V領連袖洋裝精工製作班,72,18,15850,20240831,20241130
彰化縣工業會,彰化縣,160073,財務報表閱讀與分析實務班,36,24,5990,20240817,20240928
彰化縣工業會,彰化縣,160074,職位能力評價與薪資設計規劃實務訓練班,30,20,5670,20240817,20241020
彰化縣工業會,彰化縣,160075,初級會計及基礎稅法實務班,21,20,3960,20240821,20241002
彰化縣工業會,彰化縣,160076,工廠生產品質管理實務訓練班,30,20,5670,20240824,20240921
社團法人台灣視覺創意設計協會,臺中市,160078,商業廣告影像編修暨Photoshop應用實務班,49,22,8000,20240824,20241005
全國工人總工會,彰化縣,160080,中餐烹調技能班,78,30,14500,20240822,20241121
全國工人總工會,彰化縣,160081,咖啡飲料調製技能班,54,30,10500,20240907,20241102
台中市飾品加工職業工會,臺中市,160082,創意皮雕創作手縫班,90,24,16300,20240905,20241219
台中市飾品加工職業工會,臺中市,160083,時尚皮革創作手縫班,90,24,16300,20240907,20241228
彰化縣米食製品從業人員職業工會,彰化縣,160084,韓式料理班,51,30,10000,20240827,20241224
彰化縣米食製品從業人員職業工會,彰化縣,160085,食物製備技能班,54,30,10500,20240828,20241225
臺中市皂類製作從業人員職業工會,臺中市,160086,皂類清潔製品與香氛商品翻製進階班,96,24,19650,20240828,20241211
台中市芳薰香植物精油服務人員職業工會,臺中市,160087,芳香精油技術進階班,90,24,18230,20240822,20241205
台中市人體彩繪從業人員職業工會,臺中市,160088,雙色噴槍美甲3D粉雕與行銷進階班,84,24,18000,20240903,20241210
國立雲林科技大學,臺中市,160089,證券與期貨智能交易實作A碩士學分班,54,35,8910,20240903,20250114
國立雲林科技大學,臺中市,160090,證券與期貨智能交易實作B碩士學分班,54,35,8910,20240904,20250108
臺中市不動產經紀人公會,臺中市,160093,不動產經紀人實務法規專班,112,20,12500,20240903,20241023
台中市美姿禮儀造型職業工會,臺中市,160098,凝膠美甲技術結合自媒行銷管理班,78,25,18000,20240829,20241128
台中市女子燙髮業職業工會,臺中市,160100,電棒整梳暨剪髮頭皮調理實務班,78,25,18000,20240821,20241113
同德學校財團法人南投縣同德高級中等學校附設職業訓練中心,南投縣,160106,歐式麵包烘焙實務班,35,25,7200,20240824,20240921
彰化縣美容美髮用品器材製造裝修職業工會,彰化縣,160107,美髮快剪造型與用品器材實務進階班,78,25,17800,20240818,20241110
社團法人中華育群人才技藝發展協會,臺中市,160109,韓語初級會話班,47,18,8690,20240821,20241016
社團法人中華現代紫微推廣學會,臺中市,160111,紫微職場應用管理實務班,30,20,5130,20240820,20241015
彰化縣職業工會總工會,彰化縣,160116,經典烘焙實務班,72,25,14800,20240815,20241112
彰化縣職業工會總工會,彰化縣,160117,中式米麵食實務班,72,25,14800,20240819,20241106
彰化縣職業工會總工會,彰化縣,160118,住宅環境風水應用實務班,54,25,8500,20240902,20241030
社團法人台灣多元人力資源發展協會,彰化縣,160119,西式創意料理班,54,30,10500,20241017,20250117
社團法人台灣社區活化協會,臺中市,160121,家事服務居家收納整理實務班,36,30,6220,20240908,20241124
社團法人台灣社區活化協會,臺中市,160122,新多益英文聽力閱讀模考加強班,36,27,5770,20240908,20241124
社團法人臺中市不動產仲介培訓協會,臺中市,160125,不動產營業員專業法令訓練班,30,23,5670,20240822,20240830
社團法人臺中市多益國際英語測驗協會,臺中市,160127,新多益題型解析實戰班,36,36,6730,20240829,20241121
彰化縣商業會,彰化縣,160131,小家電維修暨冷氣清潔實務班,42,25,8660,20240817,20240929
社團法人台灣跨界知能發展協會,臺中市,160138,美學花卉植栽設計班,66,25,14570,20240816,20241101
社團法人台灣公寓大廈暨物業管理發展協會,臺中市,160139,不動產經紀相關法規與估價實務班,51,21,8400,20240903,20241107
台北市流行音樂產業工會,臺北市,160140,流行音樂歌唱人員訓練班,71,24,11710,20240824,20241026
台北市流行音樂產業工會,臺北市,160141,國語正音、發聲訓練班,46,24,8690,20240816,20241122
社團法人彰化縣田尾公路花園協會,彰化縣,160142,園藝療癒應用實務班,42,32,9000,20240824,20241005
臺灣管理顧問業產業工會,臺中市,160145,品牌數位行銷經營策略班,36,20,6720,20240906,20241122
財團法人台中市私立林蘭生慈善基金會,臺中市,160148,樂齡溝通與長照資源結合應用班,42,25,6500,20240906,20241025
台北市電影電視演藝業職業工會,臺北市,160151,舞台主持表演實務訓練班,55,24,9070,20240825,20241020
台灣科學園區科學工業同業公會,臺中市,160152,國際貿易實務操作初階訓練班,30,20,5580,20240810,20240907
台灣科學園區科學工業同業公會,臺中市,160153,IATF16949:2016條文訓練與核心工具演練班,42,20,7680,20240907,20241019
宜蘭縣病患家事服務職業工會,宜蘭縣,160159,中餐烹調實務班,84,24,17300,20240819,20241021
宜蘭縣遊樂場所服務職業工會,宜蘭縣,160161,飲料調製實務班,54,24,11100,20240903,20241106
宜蘭縣遊樂場所服務職業工會,宜蘭縣,160162,西餐輕食料理班,84,24,17300,20240908,20241124
社團法人彰化縣培力學習協會,彰化縣,160170,犬貓照護行為與生活應用實務班,69,25,13000,20240826,20241111
社團法人中華美甲整體造型職能認證協會,臺中市,160171,沙龍流行凝膠與立體造型進階班,77,18,17780,20240909,20241118
新竹縣總工會,新竹縣,160172,拼布手作應用班,88,24,18000,20240831,20241130
社團法人台灣社區藝術與人文發展協會,桃園市,160173,文化觀光英文溝通與導覽解說班,33,19,5850,20240901,20241006
新竹縣總工會,新竹縣,160174,服飾製作修改班,84,24,14300,20240825,20241117
社團法人中華職能再造創業培訓推展協會,臺中市,160176,時尚美甲彩繪技能實務班,60,20,13740,20240820,20241029
社團法人臺中市不動產教育發展協會,臺中市,160183,不動產民法親屬與繼承實務班,45,22,8100,20240904,20241211
中華民國全國航空業總工會,臺中市,160189,飛機修護進階班,112,22,23280,20240818,20241117
臺北市產職業總工會,臺北市,160191,Podcast節目主持實務訓練班,55,24,9070,20240902,20241104
臺北市產職業總工會,臺北市,160193,廣播聲音實戰訓練班,40,24,7560,20240821,20241113
中華民國指甲彩繪美容職業工會聯合會,臺中市,160194,沙龍手部保養護理與凝膠美甲彩繪創作班,84,28,16600,20240825,20241124
臺北市影劇歌舞服務職業工會,臺北市,160196,影視、戲劇表演人員實戰班,52,24,8580,20240820,20241217
社團法人中華國際技能交流協會,臺中市,160198,企業淨零策略與碳排放管理實務訓練班,42,24,7720,20240822,20240926
臺北市糕餅業職業工會,臺北市,160200,中式麵食水調麵類技能班,64,36,12800,20240820,20240912
臺北市糕餅業職業工會,臺北市,160201,食尚禮盒班,48,36,9600,20240812,20240828
台中市仲介從業人員職業工會,臺中市,160205,不動產經紀人專業法令解析班,140,20,23100,20240831,20241103
台中市營建土木職業工會,臺中市,160208,自來水配管技術培訓班,48,20,10220,20240825,20241013
社團法人台中市物業管理協會,臺中市,160210,不動產地政士專業技能訓練班,47,20,8880,20240822,20241017
中國青年救國團,南投縣,160212,實用商務英文班,48,20,6000,20240827,20241217
中國青年救國團,南投縣,160213,職場英文會話及多益聽力班,48,20,6000,20240828,20241211
社團法人台灣公共職業訓練國際交流暨發展協會,臺中市,160215,新制多益英文聽力閱讀訓練班,36,22,6550,20240831,20241005
社團法人台灣公共職業訓練國際交流暨發展協會,臺中市,160216,財產繼承與分割過戶實務班,35,22,6400,20240905,20241003
中華民國體育運動舞蹈推廣協會,彰化縣,160221,摩登舞蹈訓練班,47,22,8390,20240821,20241211
中華民國體育運動舞蹈推廣協會,臺中市,160222,國際標準舞蹈訓練班,45,16,8460,20240905,20241219
社團法人中華民國體育促進會,臺中市,160225,國際標準舞訓練班,47,18,8880,20240819,20241214
社團法人中華民國體育促進會,彰化縣,160226,標準舞華爾滋訓練班,47,18,8880,20240823,20241213
彰化縣輔育人員職業工會,彰化縣,160227,職場英文輔導教學應用班,30,18,5660,20240906,20241115
社團法人中華多元技藝推廣協會,彰化縣,160228,經典歐式酵母麵包實務班,47,25,10700,20240817,20240928
社團法人中華多元技藝推廣協會,彰化縣,160229,藥膳月子食補及產婦照護培訓班,70,25,13860,20240817,20241019
社團法人中華多元技藝推廣協會,彰化縣,160230,手繪糖霜餅乾培訓班,47,25,10700,20240825,20241006
社團法人台灣手技研究培訓協會,桃園市,160236,傳統整復推拿實務班,80,23,13650,20240901,20241103
社團法人桃園市舞蹈運動協會,桃園市,160242,流行舞蹈訓練班,45,20,8450,20240816,20241129
社團法人中華育群人才技藝發展協會,桃園市,160243,西班牙語入門班,47,18,8910,20240901,20241020
社團法人中華育群人才技藝發展協會,桃園市,160244,室內裝修材料估算運用班,47,18,8910,20240902,20241216
中華民國港口總工會,新竹縣,160245,營業用動力小船駕駛訓練班,96,23,18100,20240831,20241024
社團法人中華整體美學教育協會,臺中市,160252,藝術美甲凝膠彩繪手足保養實務班,96,24,20880,20240817,20241130
中華民國經絡鬆筋整體健康協會,桃園市,160255,傳統整復推拿初級技術員課程(刮痧與拔罐)班,138,20,23860,20240903,20241217
中華民國經絡鬆筋整體健康協會,桃園市,160256,傳統整復推拿技術員手法課程班,110,20,19040,20240905,20241226
社團法人台中市慈宥關懷協會,臺中市,160257,精品咖啡烘焙萃取實務班,72,20,14630,20240907,20241123
社團法人台灣行動美容整體造型協會,臺中市,160260,彩妝技巧與美容保養進階班,90,20,16250,20240906,20241220
社團法人台灣職場技能協進會,臺中市,160262,韓語初階班,45,20,8410,20240906,20241029
社團法人中華活力職能發展協會,臺中市,160267,套房裝修與租賃管理實務班,35,22,6610,20240828,20240925
社團法人彰化縣終身學習職能協進會,彰化縣,160269,ChatGPT應用AI雲端辦公實務班,51,19,8410,20240828,20241007
社團法人台灣行業專業協會,臺中市,160271,職場聲音潛能開發及溝通力應用班,35,20,6640,20240817,20240914
社團法人台灣行業專業協會,臺中市,160272,咖啡烘焙杯測與下午茶製作入門班,42,15,9960,20240818,20240929
財團法人亞洲大學,臺中市,160280,美味糕點製作班,40,25,9450,20240828,20241030
中華職業技藝師資培育國際認證協會,桃園市,160284,咖啡調製訓練班,36,20,6500,20240824,20240928
社團法人中華芳香生活美學協會,桃園市,160286,芳香紓壓調理基礎班,108,20,24820,20240907,20241103
社團法人亞太流行時尚產業發展協會,桃園市,160291,流行花藝技藝班,54,30,12020,20240813,20241015
社團法人亞太流行時尚產業發展協會,桃園市,160292,芳香紓壓技能班,90,24,20780,20240824,20241130
台灣省電工器材業產業工會聯合會,新竹市,160295,日文初級班,33,25,6000,20240906,20241115
台灣省電工器材業產業工會聯合會,新竹市,160296,日文初級班,36,25,6310,20240902,20241118
桃園市指甲彩繪美容技藝職業工會,桃園市,160299,芳香調理技藝班,90,24,20780,20240902,20241209
新竹縣勞動力服務人員職業工會,新竹縣,160301,收納整理與空間佈置實務班,36,22,6800,20240831,20241005
新竹縣勞動力服務人員職業工會,新竹縣,160302,N4日本語聽力口說基礎班,42,22,7930,20240907,20241019
社團法人中華民國珠寶金飾研究會,桃園市,160304,3D列印珠寶建模設計班,47,30,11980,20240824,20241005
社團法人中華易經管理發展協會,桃園市,160307,易經釋卦與職場經營智慧運用班,24,30,4440,20240911,20241030
社團法人中華髮學苑交流協會,桃園市,160315,男女剪髮設計應用實務班,78,23,14350,20240817,20241109
社團法人台灣公共職業訓練國際交流暨發展協會,桃園市,160316,新制多益英文聽力閱讀訓練班,36,22,6480,20240824,20240928
社團法人台灣新活力促進協會,新竹市,160321,觀光韓語會話訓練班,33,23,5440,20240902,20241111
社團法人台灣新活力促進協會,新竹市,160322,觀光日語會話訓練班,33,23,5440,20240906,20241115
社團法人桃園市中華照護職能發展協會,桃園市,160325,經絡保健促進班,42,20,8300,20240831,20241019
社團法人桃園市中華照護職能發展協會,新竹縣,160326,健康照護經絡保健班,42,20,8300,20240825,20241013
新竹縣各業工人聯合會職業工會,新竹市,160332,創意毛線編織班,64,20,13820,20240824,20241026
新竹縣保育人員職業工會,新竹縣,160334,產後照護人才訓練班,72,18,12450,20240825,20241110
新竹縣保育人員職業工會,新竹縣,160336,嬰幼兒照顧技巧培訓A班,28,14,5310,20240820,20240829
社團法人中華樂活數位教育協會,新竹縣,160341,AI生成式數位工具應用班,30,26,5420,20240906,20241115
財團法人中華民國勞工教育研究發展中心,桃園市,160347,實用英語會話與日常應用班,51,21,8410,20240830,20241227
苗栗縣總工會,苗栗縣,160349,客家文創藍染美學應用實作班,42,18,9500,20240819,20241104
苗栗縣總工會,苗栗縣,160350,芳香照護實務技能應用班,42,18,10000,20240822,20241128
苗栗縣總工會,苗栗縣,160351,蝶谷巴特拚貼藝術實作班,36,18,8200,20240821,20241106
苗栗縣總工會,苗栗縣,160352,景觀園藝創意實作班,36,18,8000,20240906,20241122
大葉大學,彰化縣,160353,烘焙伴手禮實作班,24,20,4320,20240904,20241023
社團法人中華易經管理發展協會,臺中市,160356,易經釋卦與職場經營智慧運用班,24,24,4440,20240909,20241028
社團法人中華職能創新發展協會,臺中市,160359,家事收納與空間管理技巧實作班,36,25,6200,20240819,20240930
社團法人彰化縣體育運動舞蹈協會,彰化縣,160362,肌力有氧舞蹈及墊上瑜珈訓練班,45,30,8460,20240821,20241127
社團法人臺中市直轄市新娘秘書協會,臺中市,160366,美容實務自媒體行銷班,66,20,12300,20240828,20241106
社團法人臺中市紅十字會,臺中市,160367,初級救護技術員訓練班,41,22,7750,20240907,20240922
社團法人臺灣養生創意美食發展協會,臺中市,160371,中式烘焙點心班,78,25,16070,20240903,20241217
社團法人臺灣養生創意美食發展協會,臺中市,160372,農產加工加值班,78,25,16080,20240904,20241218
社團法人職場健康發展協會,臺中市,160373,新世代主管領導與管理能力訓練班,18,24,3330,20240907,20240928
彰化縣舞蹈業職業工會,彰化縣,160384,社交舞花步舞蹈訓練班,63,22,10080,20240820,20241107
彰化縣職業勞工總工會,彰化縣,160388,多媒材創意彩繪應用班,54,18,11000,20240819,20241023
中華民國全國縫紉業總工會,彰化縣,160389,布精藝手作拼布班,78,25,15600,20240826,20241128
彰化縣西服服飾業職業工會,彰化縣,160390,拼布實務班,96,18,20180,20240824,20241221
彰化縣職業總工會,彰化縣,160393,主題式造型氣球應用班,54,18,11000,20240822,20241029
彰化縣職業總工會,彰化縣,160394,珠寶翡翠鑑定訓練班,54,18,9300,20240828,20241225
彰化縣職業總工會,彰化縣,160395,國標舞華爾滋及捷舞舞蹈訓練班,54,22,9200,20240831,20241228
彰化縣職業總工會,彰化縣,160396,手縫實用皮革訓練班,54,18,11900,20240905,20241112
社團法人中華國際專業職能教育訓練鑑定協會,彰化縣,160401,專業沙龍造型及頭皮養護進階實務班,78,20,18010,20240905,20241205
社團法人南投縣手工藝發展協會,南投縣,160402,輕手感鉤針織品班,70,30,11050,20240825,20241027
社團法人南投縣技職教育協會,南投縣,160409,電商平台架設與社群行銷經營班,42,25,7900,20241207,20250111
社團法人南投縣技職教育協會,南投縣,160410,西點烘焙實作班,49,30,10100,20240906,20241018
彰化縣職訓教育協會,彰化縣,160415,OFFICE文書處理與應用整合實務班,66,20,10890,20240904,20241118
社團法人台中市企業講師協會,臺中市,160420,TTQS企業機構版指標課程班,24,20,4420,20240820,20240912
社團法人台中市企業講師協會,臺中市,160421,精準說話表達技巧訓練班,24,20,4550,20240826,20240918
南投縣農產品服務職業工會,南投縣,160432,手工編織實務班,54,24,10760,20240820,20241022
社團法人桃園市體育促進會,桃園市,160445,倫巴舞蹈訓練班,36,17,6810,20240820,20241119
